,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
186,1984-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.2,1984,10,Canada
187,1984-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2,1984,10,Canada
188,1984-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.0,1984,11,Canada
189,1984-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,1984,11,Canada
190,1984-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.0,1984,11,Canada
191,1984-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.6,1984,11,Canada
192,1984-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6,1984,11,Canada
193,1984-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.6,1984,11,Canada
194,1984-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.3,1984,11,Canada
195,1984-11,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.9,1984,11,Canada
196,1984-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8,1984,11,Canada
197,1984-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.0,1984,11,Canada
198,1984-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.7,1984,11,Canada
199,1984-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.7,1984,11,Canada
200,1984-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1984,11,Canada
201,1984-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1984,11,Canada
202,1984-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.0,1984,12,Canada
203,1984-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7,1984,12,Canada
204,1984-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.0,1984,12,Canada
205,1984-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",77.6,1984,12,Canada
206,1984-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6,1984,12,Canada
207,1984-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",77.9,1984,12,Canada
208,1984-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.5,1984,12,Canada
209,1984-12,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",93.9,1984,12,Canada
210,1984-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",94.8,1984,12,Canada
211,1984-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.0,1984,12,Canada
212,1984-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.0,1984,12,Canada
213,1984-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",93.9,1984,12,Canada
214,1984-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1984,12,Canada
215,1984-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1984,12,Canada
216,1985-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.0,1985,01,Canada
217,1985-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,1985,01,Canada
218,1985-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.4,1985,01,Canada
219,1985-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.1,1985,01,Canada
220,1985-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",75.6,1985,01,Canada
221,1985-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.3,1985,01,Canada
222,1985-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",75.8,1985,01,Canada
223,1985-01,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.1,1985,01,Canada
224,1985-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",95.2,1985,01,Canada
225,1985-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.0,1985,01,Canada
226,1985-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.5,1985,01,Canada
227,1985-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.3,1985,01,Canada
228,1985-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,1985,01,Canada
229,1985-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1985,01,Canada
230,1985-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1985,01,Canada
231,1985-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1985,01,Canada
232,1985-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.4,1985,02,Canada
233,1985-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,1985,02,Canada
234,1985-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.8,1985,02,Canada
235,1985-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.5,1985,02,Canada
236,1985-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.0,1985,02,Canada
237,1985-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.6,1985,02,Canada
238,1985-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.1,1985,02,Canada
239,1985-02,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.6,1985,02,Canada
240,1985-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",95.8,1985,02,Canada
241,1985-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.6,1985,02,Canada
242,1985-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.8,1985,02,Canada
243,1985-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",94.7,1985,02,Canada
244,1985-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,1985,02,Canada
245,1985-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1985,02,Canada
246,1985-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1985,02,Canada
247,1985-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1985,02,Canada
248,1985-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.6,1985,03,Canada
249,1985-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,1985,03,Canada
250,1985-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",65.9,1985,03,Canada
251,1985-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",78.7,1985,03,Canada
252,1985-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.3,1985,03,Canada
253,1985-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.7,1985,03,Canada
254,1985-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.4,1985,03,Canada
255,1985-03,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",94.8,1985,03,Canada
256,1985-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",96.0,1985,03,Canada
257,1985-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",94.9,1985,03,Canada
258,1985-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",96.0,1985,03,Canada
259,1985-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.0,1985,03,Canada
260,1985-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.2,1985,03,Canada
261,1985-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1985,03,Canada
262,1985-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1985,03,Canada
263,1985-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1985,03,Canada
264,1985-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",64.8,1985,04,Canada
265,1985-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7,1985,04,Canada
266,1985-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",66.2,1985,04,Canada
267,1985-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",79.0,1985,04,Canada
268,1985-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",76.5,1985,04,Canada
269,1985-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79.0,1985,04,Canada
270,1985-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",76.5,1985,04,Canada
271,1985-04,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",95.0,1985,04,Canada
272,1985-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",96.4,1985,04,Canada
273,1985-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",95.2,1985,04,Canada
274,1985-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",96.4,1985,04,Canada
275,1985-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",95.2,1985,04,Canada
276,1985-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3,1985,04,Canada
277,1985-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1985,04,Canada
278,1985-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1985,04,Canada
279,1985-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1985,04,Canada
280,1985-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",65.0,1985,05,Canada
281,1985-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,1985,05,Canada
282,1985-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",66.4,1985,05,Canada
